Item,,,,,Conduction,,,
"",Location,Year,Make / Model,Plate #,,Color,Mileage,Minimun Bid Price
No.,,,,,Sticker No.,,,
2027,,2019,,GAM1688,K0L061,CREAMY WHITE,"104,180","317,400.00"
"",NICOPOLIS,,SHUTTLE BODY,,,,,
"",CEBU,,,,,,,
2028,,2019,HYUNDAI H100 2.5 GL DSL WITH DUAL AC MT,GAL4764,K0I496,CREAMY WHITE,unavailable,"294,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
2029,,2012,Kia Forte LX 1.6L AT Gas,YLE220,ED3252,Red,"69,077","264,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
2030,,2013,Kia Rio LX 1.3L MT Gas,T-060408,,White,unavailable,"82,800.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
2031,,2022,KIA SOLUTO 1.4 LX AT,,X0T197,WHITE,"14,280","390,600.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
2032,,2015,MAHINDRA XYLO AUV E8 M/T DSL,AEB3069,,WHITE,"94,694","222,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
2033,,2015,MAZDA 2 V1.3L MT 5DR,ABO2134,,HIGHLIGHT SILVER,"62,989","150,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
2034,,2019,MITSUBISHI MIRAGE G4 GLX 1.2G MT,,B6D369,WINE RED PEARL,"43,974","182,400.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,TITANIUM GRAY,,
2035,,2022,MITSUBISHI MIRAGE GLX 1.2G CVT HATCHBACK,GAW4739,B9Q161,,"21,603","367,200.00"
"",NICOPOLIS,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
2036,CEBU ORIENTAL,2022,MITSUBISHI MIRAGE GLX 1.2G MT,GAR4649,Y0K347,,"9,136","355,800.00"
"",,,,,,METALLIC,,
"",CEBU,,,,,,,
2037,,2015,MITSUBISHI MONTERO SPORT GLX 2.5D MT,,NJ2613,SAVANNA WHITE,unavailable,"158,400.00"
"",NICOPOLIS,,,,,,,
2038,CEBU ORIENTAL,2017,MITSUBISHI MONTERO SPT GLX 2.4D 2WD MT,NCL6865,B0O969,VIRGIL GRAY,"34,862","490,800.00"
2039,CEBU ORIENTAL,2019,MITSUBISHI XPANDER GLS SPORT 4X2 AT,B40327,,SILVER METALLIC,"24,673","498,000.00"
"",CEBU,,,,,LUNAR METALLIC,,
2040,,2019,NISSAN ALMERA 1.2L MT,,F1P685,,unavailable,"137,400.00"
"",NICOPOLIS,,,,,GREY,,
2041,CEBU TINGUB,2020,NISSAN ALMERA 1.2L MT,-,F3S213,ALPINE WHITE,unavailable,"178,800.00"
"",CEBU,,,,,,,
2042,,2019,NISSAN NAVARA 2.5L VL MT 4X4,GAL9410,F2K668,BLACK,"54,018","579,300.00"
"",NICOPOLIS,,,,,,,
2043,CEBU ORIENTAL,2019,NISSAN NP300 NAVARA 2.5L 4X2 SV 7AT,GAP9745,F1X350,RIPTIDE BLUE,"104,185","475,800.00"
"",,,,,,FORGED METALLIC,,
2044,CEBU TINGUB,2022,NISSAN NP300 NAVARA 2.5L VL CALIBRE,GAV8645,F4P547,,unavailable,"408,000.00"
"",,,,,,COPPER,,
2045,CEBU ORIENTAL,2018,NISSAN NV350 URVAN 15 SEATER MT,GAI4043,F0Y558,ALPINE WHITE,unavailable,"281,400.00"
2046,CEBU ORIENTAL,2020,NISSAN URVAN 2.5L 15 SEATER,GAN3406,F3G850,ALPHINE WHITE,unavailable,"227,400.00"
"",CEBU,,,,,,,
2047,,2013,Nissan Urvan Shuttle 2.7L MT Dsl.,,LE3685,White,unavailable,"330,000.00"
"",NICOPOLIS,,,,,,,
2048,CEBU ORIENTAL,2022,SUZUKI DZIRE GL AMT MC,FAJ1715,G3N823,RED,"40,129","255,600.00"
"",CEBU,,,,,,,
2049,,2016,SUZUKI GRAND VITARA SE,HAA2291,UD9383,WHITE,"68,591","283,200.00"
"",NICOPOLIS,,,,,,,
2050,CEBU ORIENTAL,2022,SUZUKI S-PRESSO 1.0-GL-MT,,G3R224,SILVER,"5,808","200,400.00"
2051,CEBU ORIENTAL,2020,SUZUKI SUPER CARRY UV,FAG1242,,WHITE,"42,767","235,800.00"
"",CEBU,,,,,,,
2052,,2019,SUZUKI VITARA GLX AT,GAN6012,G1S877,YELLOW/WHITE,"29,285","381,000.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
2053,,2016,TOYOTA INNOVA 2.5J DSL M/T-AC,,YS7579,THERMALYTE,unavailable,"180,300.00"
"",NICOPOLIS,,,,,,,
"",CEBU,,,,,,,
2054,,2020,TOYOTA INNOVA 2.8 J DIESEL MT BZ 003,GAM5367,P4O664,FREEDOM WHITE,unavailable,"246,000.00"
"",NICOPOLIS,,,,,,,
Item,,,,,Conduction,,,
"",Location,Year,Make / Model,Plate #,,Color,Mileage,Minimun Bid Price
No.,,,,,Sticker No.,,,
2055,DAVAO DIAMOND,2018,ALL NEW FORD EVEREST TREND 2.2L 4X2 AT,LAC7728,C1L557,TRUE RED,"61,295","510,000.00"
"",,,,,,SNOWFLAKE WHITE,,
2056,DAVAO DIAMOND,2022,ALL NEW FORD RANGER 2.0L 4X2 WILDTRAK AT,,C4C605,,"36,393","946,200.00"
"",,,,,,PEARL,,
2057,DAVAO DIAMOND,2018,FORD ECOSPORT 1.0L 4X2 TITANIUM AT,,C1P840,BLUE,"43,627","447,000.00"
2058,DAVAO DIAMOND,2017,FORD ECOSPORT 1.5L 5DR AT TREND BLACK PACK,NAD9205,IN7733,FROZEN WHITE,unavailable,"97,800.00"
2059,DAVAO DIAMOND,2018,FORD ECOSPORT 1.5L 5DR MT TREND,,C1D383,RED CANDY,unavailable,"170,400.00"
2060,DAVAO DIAMOND,2017,FORD ECOSPORT 1.5L ITANIUM AT,,IO5489,WINNING BLUE,unavailable,"232,200.00"
2061,DAVAO DIAMOND,2016,FORD ECOSPORT 1.5L TREND MT,,IM9675,INGOT SILVER,"92,991","100,200.00"
"",,,FORD ECOSPORT 5DR 1.5L MT TREND WITH,,,,,
2062,DAVAO DIAMOND,2015,,ABE3285,IJ3146,PANTHER BLACK,unavailable,"166,800.00"
"",,,URBAN PACK,,,,,
2063,DAVAO DIAMOND,2018,FORD ECOSPORT 5DR TITANIUM 1.5L AT,,C0X386,ABSOLUTE BLACK,unavailable,"253,200.00"
2064,DAVAO DIAMOND,2019,FORD ECOSPORT AMBIENTE 1.5L 4X2 MT,HAB9394,C1U551,INGOT SILVER,unavailable,"235,200.00"
2065,DAVAO DIAMOND,2016,FORD ECOSPORT TITANIUM 1.5L AT GAS,,IL6179,BLACL,unavailable,"156,000.00"
2066,DAVAO DIAMOND,2019,FORD ECOSPORT TREND 1.5L 4X2 AT,ZAB5783,C2D795,CRYSTAL WHITE,"36,285","313,800.00"
2067,DAVAO DIAMOND,2018,FORD ECOSPORT TREND 1.5L 4X2 AT,ZAA9186,-,INGOT SILVER,unavailable,"234,600.00"
2068,DAVAO DIAMOND,2015,FORD ESCAPE 1.6 GTDI SE,ZCX3979,IJ2947,BLACK,"76,286","335,400.00"
2069,DAVAO DIAMOND,2012,Ford Escape 2.3L 4x2 AT Gas,,T0F582,Silver,"91,515","231,000.00"
2070,DAVAO DIAMOND,2015,FORD EVEREST 4X2 MT,AOA1577,IH5225,BLACK MICA,"165,883","197,400.00"
2071,DAVAO DIAMOND,2016,FORD EVEREST TITANIUM 3.2L 4X4 AT DSL,ADP5111,IM8250,METEOR GRAY,"51,767","658,800.00"
2072,DAVAO DIAMOND,2018,FORD EVEREST TREND 2.2L 4X2 AT WITH NAVI,,C1A782,ARCTIC WHITE,unavailable,"480,600.00"
2073,DAVAO DIAMOND,2018,FORD EXPLORER 2.3L 4X2 ECOBOOST LIMITED,NGF2585,,SHADOW BLACK,"73,259","990,000.00"
2074,DAVAO DIAMOND,2016,FORD FIESTA 4DR TITANIUM 1.0L FOX AT,ZCX3977,,WHITE,"47,258","131,400.00"
2075,DAVAO DIAMOND,2016,FORD FOCUS 1.5L AT GAS,,IJ8198,Blue,"52,424","387,000.00"
2076,DAVAO DIAMOND,2014,FORD FOCUS 2.0L TITANIUM AT,ABC5697,,PANTHER BLACK,"124,767","86,400.00"
2077,DAVAO DIAMOND,2019,FORD NEW RANGER 2.0L WILDTRAK 4X4 AT,KAC2758,C1V320,COOL WHITE,unavailable,"492,600.00"
2078,DAVAO DIAMOND,2019,FORD RANGER 2.0L 4X2 WILDTRAK MT,LAF2932,C2E654,SABER,"117,792","537,000.00"
2079,DAVAO DIAMOND,2019,FORD RANGER 2.0L WILDTRAK 4X2 AT,ZAB9211,C1W775,SABER,"125,960","559,800.00"
2080,DAVAO DIAMOND,2019,FORD RANGER 2.0L WILDTRAK 4X2 AT,NBG8998,C1Y441,SABER,unavailable,"448,800.00"
"",,,,,,SNOW FLAKE WHITE,,
2081,DAVAO DIAMOND,2022,FORD RANGER 2.0L WILDTRAK 4X2 MT,GAR1559,C4C622,,"26,793","700,200.00"
"",,,,,,PEARL,,
2082,DAVAO DIAMOND,2019,FORD RANGER 2.2L 4X4 XLS MT,NDM5636,C2E824,ABSOLUTE BLACK,unavailable,"407,400.00"
2083,DAVAO DIAMOND,2014,FORD RANGER 3.2L 4X4 WILDTRAK AT  DSL,,IF7785,WHITE,unavailable,"408,000.00"
2084,DAVAO DIAMOND,2018,FORD RANGER 3.2L 4X4 WILDTRAK MT,KAC6561,C1Q316,COOL WHITE,unavailble,"243,000.00"
2085,DAVAO DIAMOND,2016,FORD RANGER DBL 3.2L 4X4 WILDTRAK MT,DCQ9932,IL3840,PRIDE ORANGE,"104,677","448,200.00"
2086,DAVAO DIAMOND,2017,FORD RANGER FX4 2.2L 4X2 AT  DSL,,IO6554,WHITE,"74,510","681,000.00"
2087,DAVAO DIAMOND,2018,FORD RANGER WILDTRAK 3.2L 4X4 A/T,,C1N459,ABSOLUTE BLACK,"108,209","546,600.00"
2088,DAVAO DIAMOND,2017,FORD RANGER WILDTRAK 3.2L 4X4 MT,NCN5497,IO2943,PRIDE ORANGE,"97,820","542,400.00"
2089,DAVAO DIAMOND,2018,FOTON GRATOUR MINI VAN 7 SEATER,,I0B072,WHITE,"62,043","132,600.00"
"",,,FOTON THUNDER 4X4 DOUBLE CAB 2.8L PICK UP,,,,,
2090,DAVAO DIAMOND,2013,,,MFX945,BLACK,unavailable,"297,000.00"
"",,,MT DSL,,,,,
2091,DAVAO DIAMOND,2015,Foton View Transvan 2.8L MT Dsl.,,GB2517,White,"217,607","228,000.00"
2092,DAVAO DIAMOND,2015,Foton View Transvan 2.8L MT Dsl.,,GB1953,White,unavailable,"231,000.00"
2093,DAVAO DIAMOND,2015,Foton View Transvan 2.8L MT Dsl.,,GB1915,White,"203,214","256,200.00"
2094,DAVAO DIAMOND,2015,FOTON VIEW TRANSVAN PASSENGER VAN 4X2 MT,,GB1568,WHITE,"429,053","207,000.00"
2095,DAVAO DIAMOND,2020,HYUNDAI ACCENT 1.4 GL W/ SRS MT,LAG6220,K1E703,GRAY,"23,711","259,800.00"
2096,DAVAO DIAMOND,2016,HYUNDAI ACCENT 1.6 GL GMT DSL MT  DSL,,MP6122,BLACK,unavailable,"116,400.00"
"",,,HYUNDAI H100 2.5 CRDI GL 6MT SHUTTLE BODY,,,,,
2097,DAVAO DIAMOND,2019,,NED9721,K0S564,CREAMY WHITE,"98,581","454,800.00"
"",,,WIT,,,,,
"",,,HYUNDAI H100 2.5 CRDI GL 6MT SHUTTLE BODY,,,,,
2098,DAVAO DIAMOND,2020,,NEB5529,K0W027,CREAMY WHITE,unavailable,"349,800.00"
"",,,WITH DUAL AC,,,,,
2099,DAVAO DIAMOND,2019,HYUNDAI REINA 1.4 GL AT,LAF9049,K1G567,BLUE,unavailable,"42,000.00"
2100,DAVAO DIAMOND,2017,HYUNDAI TUCSON 2.0 GL 2WD MT,LAA7541,,SILVER,unavailable,"226,800.00"
2101,DAVAO DIAMOND,2016,KIA PICANTO 1.0 EX M / T,GDN4253,EF8671,ALICE BLUE,"133,915","117,600.00"
2102,DAVAO DIAMOND,2015,KIA PICANTO 1.0 EX MT,ABN2978,EF4094,CLEAR WHITE,unavailable,"100,200.00"
2103,DAVAO DIAMOND,2021,KIA RIO HB 1.4 LX AT,LAJ8308,X0D798,BLUE,"58,189","490,800.00"
2104,DAVAO DIAMOND,2018,MAZDA BT50 3.2L 4X4 HI AT IPM,,O0B465,ORANGE BLACK,"46,894","567,000.00"
2105,DAVAO DIAMOND,2003,MITSUBISHI FUSO TRACTOR HEAD DSL MT,ABB6216,,BLACK,"330,369","553,800.00"
2106,DAVAO DIAMOND,2003,MITSUBISHI FUSO TRACTOR HEAD M/T DSL,ALA7789,,BLACK,"750,346","523,800.00"
"",,,,,,TITANIUM GRAY,,
2107,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE G4 GLX 1.2G MT,,B9S748,,"20,494","351,000.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
2108,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE GLX HATCH BACK 1.2G CVT,,Y0L555,,438,"336,600.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
2109,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE GLX HATCHBACK 1.2G CVT,,Y0K293,,"29,469","378,600.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
2110,DAVAO DIAMOND,2022,MITSUBISHI MIRAGE GLX HATCHBACK 1.2G CVT,LAK3122,Y0L742,,unavailable,"311,400.00"
"",,,,,,METALLIC,,
"",,,,,,TITANIUM GRAY,,
2111,DAVAO DIAMOND,2023,MITSUBISHI MIRAGE HATCHBACK GLX 1.2 CVT AT,,Y0Q499,,"3,259","460,200.00"
"",,,,,,METALLIC,,
2112,DAVAO DIAMOND,2018,MITSUBISHI MONTERO SPORT GLS 2.4D 2WD AT,GAL8105,B2V246,MEDIUM RED,"72,853","536,400.00"
"",,,,,,DIAMOND BLACK,,
2113,DAVAO DIAMOND,2019,MITSUBISHI MONTERO SPORT GLS 2.4D 2WD AT,KAD1329,B4E764,,unavailable,"551,400.00"
"",,,,,,MICA,,
"",,,MITSUBISHI XPANDER GLX PLUS 1.5G 2WD AT -,,,,,
2114,DAVAO DIAMOND,2019,,LAG7514,B5Y544,JET BLACK MICA,"169,657","325,200.00"
"",,,19MY,,,,,
2115,DAVAO DIAMOND,2019,NEW FORD ECOSPORT 1.5L TITANIUM AT,LAF2043,C2B393,CRYSTAL WHITE,unavailable,"369,000.00"
2116,DAVAO DIAMOND,2019,NISSAN  NP300 NAVARA 2.5-L VL AT 4X4 19MY,LAG1416,F2K405,SAVANNA ORANGE,"122,014","523,800.00"
2117,DAVAO DIAMOND,2022,NISSAN ALMERA 1.0 VE TURBO MT,LAK6374,F4X612,BRILLIANT SILVER,"22,114","471,000.00"
"",,,,,,LUNAR METTALIC,,
2118,DAVAO DIAMOND,2020,NISSAN ALMERA 1.5 L E AT MC,GAN5209,F3H282,,"90,720","241,800.00"
"",,,,,,GREY,,
2119,DAVAO DIAMOND,2018,NISSAN ALMERA 1.5L E AT MC,,F0U646,TITANIUM GREY,unavailable,"156,000.00"
2120,DAVAO DIAMOND,2021,NISSAN ALMERA 1.5L E MT MC,LAH5804,F4E014,METALLIC GREY,"16,889","436,200.00"
2121,DAVAO DIAMOND,2019,NISSAN ALMERA 1.5L E MT MC,LAD5847,F1P723,BLUE,"25,198","183,000.00"
2122,DAVAO DIAMOND,2018,NISSAN ALMERA 1.5L MT,,F0K440,TITANIUM GREY,unavailable,"122,400.00"
2123,DAVAO DIAMOND,2019,NISSAN ALMERA 1.5-L N-SPORT E AT,LAG3378,F2H344,BLUISH BLACK,"41,479","253,200.00"
2124,DAVAO DIAMOND,2012,NISSAN FRONTIER NAVARA TE 4X4 MT DSL,,KGM401,GALAXY BLACK,"114,880","384,600.00"
2125,DAVAO DIAMOND,2019,NISSAN NAVARA 2.5L EL CALIBRE AT 4X2,GAM8371,F2S408,SAVANNA ORANGE,"88,579","444,000.00"
"",,,NISSAN NAVARA NP300 2.5L 4X2 EL AT CALIBRE,,,,,
2126,DAVAO DIAMOND,2019,,-,F2R891,GALAXY BLACK,"112,274","391,800.00"
"",,,(EURO-4),,,,,
2127,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 2.5L EL CAL AT 4X2 (EURO-,KAD3685,F2K973,BRILLIANT SILVER,"94,350","448,800.00"
2128,DAVAO DIAMOND,2020,NISSAN NP300 NAVARA 2.5L EL CALIBRE SV AT 4X2,,F3M031,RIPTIDE BLUE,unavailable,"367,200.00"
2129,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 2.5-L VL AT 4X4 19MY,LAG3889,F2O792,SAVANNA ORANGE,"139,642","542,400.00"
2130,DAVAO DIAMOND,2020,NISSAN NP300 NAVARA 2.5L VL MT 4X4,LAH3537,F3X612,BRILLIANT SILVER,unavailable,"333,000.00"
2131,DAVAO DIAMOND,2021,NISSAN NP300 NAVARA 4X2  EL MT CALIBRE,LAH4088,F4J006,GALAXY BLACK,unavailable,"454,800.00"
2132,DAVAO DIAMOND,2019,NISSAN NP300 NAVARA 4X2 MT CALIBRE,LAF1384,F1O369,GALAXY BLACK,"44,521","411,600.00"
2133,DAVAO DIAMOND,2018,NISSAN NP300 NAVARA 4X4 VL M/T,,F0X443,GALAXY BLACK,unavailable,"76,300.00"
2134,DAVAO DIAMOND,2020,NISSAN SYLPHY 1.6L MT,HAC4471,F3D214,EBONY,"59,103","517,800.00"
2135,DAVAO DIAMOND,2020,NISSAN TERRA 2.5 VL AT 4X4,NEJ8794,F3C035,GALAXY BLACK,"59,091","1,725,000.00"
2136,DAVAO DIAMOND,2014,Nissan Urvan VX 2.7L 18-seater MT Dsl.,,LE6172,Red,"48,081","408,000.00"
2137,DAVAO DIAMOND,2018,SUZUKI CAB CHAS UTILITY VAN,MAI1943,G0Q074,WHITE,"7,309","253,800.00"
2138,DAVAO DIAMOND,2021,SUZUKI CELERIO CVT,LAI7642,G2Q795,BLUE,"86,389","135,000.00"
2139,DAVAO DIAMOND,2022,SUZUKI DZIRE GL 1.2L MT,ZAC1915,G3T986,WHITE,"9,833","406,200.00"
2140,DAVAO DIAMOND,2019,SUZUKI DZIRE GL AMT,MAO1083,G1A761,GRAY,unavailable,"43,200.00"
2141,DAVAO DIAMOND,2020,SUZUKI DZIRE GL MT,LAI3072,G2G155,BLACK,unavailable,"147,600.00"
2142,DAVAO DIAMOND,2022,SUZUKI DZIRE GLP AMT MC,,G3U162,BLUE,"17,084","334,200.00"
2143,DAVAO DIAMOND,2019,SUZUKI ERTIGA GLX AT,MAI9752,G0X756,WHITE,"78,724","381,000.00"
2144,DAVAO DIAMOND,2020,SUZUKI SUPER CARRY 800 CC UTILITY VAN,,G1W430,WHITE,"67,986","227,400.00"
2145,DAVAO DIAMOND,2018,SUZUKI SUPER CARRY CAB CHAS,,G0P926,WHITE,unavailable,"188,400.00"
2146,DAVAO DIAMOND,2019,SUZUKI SUPER CARRY DIESEL,LAF3897,G1I212,WHITE,"34,509","232,200.00"
2147,DAVAO DIAMOND,2020,SUZUKI SUPER CARRY UTILITY VAN,LAG4932,G1U656,WHITE,unavailable,"217,500.00"
2148,DAVAO DIAMOND,2022,SUZUKI XL7 1.5 GLX AT,LAJ682,G3Q205,PEARL WHITE,"9,283","483,000.00"
2149,DAVAO DIAMOND,2016,TATA INDIGO 1.4 MT DSL,ACU2699,,WHITE,unavailable,"24,000.00"
2150,DAVAO DIAMOND,2016,TATA INDIGO 1.4L M/T,,PT1314,WHITE,"79,013","82,800.00"
2151,DAVAO DIAMOND,2016,TATA INDIGO 1.4L M/T  DSL,ACV3514,PT0857,WHITE,"122,522","57,000.00"
2152,DAVAO DIAMOND,2016,TATA INDIGO 1.4L MT  DSL,,PT1003,SILVER,"35,900","180,000.00"
2153,DAVAO DIAMOND,2016,Tata Indigo 1.4L MT Dsl.,ACU2526,,White,"111,438","91,200.00"
"",,,,,,ATTITUDE BLACK,,
2154,DAVAO DIAMOND,2019,TOYOTA FORTUNER 2.4L 4X2 G DSL AT X3-010,DAI6001,,,unavailable,"500,400.00"
"",,,,,,MICA,,
2155,DAVAO DIAMOND,2019,TOYOTA FORTUNER 4X2 G DSL MT - 2X-019,DAO7281,,FREEDOM WHITE,"64,206","658,800.00"
2156,DAVAO DIAMOND,2013,TOYOTA HIACE COMMUTER,VFL950,,SILVER METALLIC,unavailable,"318,000.00"
2157,DAVAO DIAMOND,2016,TOYOTA HI-ACE COMMUTER 3.0L DSL MT,,VB0449,WHITE,unavailable,"241,200.00"
